Date,1 Mo,1.5 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
2017-01-03,0.52,,,0.53,,0.65,0.89,1.22,1.5,1.94,2.26,2.45,2.78,3.04
2017-01-04,0.49,,,0.53,,0.63,0.87,1.24,1.5,1.94,2.26,2.46,2.78,3.05
2017-01-05,0.51,,,0.52,,0.62,0.83,1.17,1.43,1.86,2.18,2.37,2.69,2.96
2017-01-06,0.5,,,0.53,,0.61,0.85,1.22,1.5,1.92,2.23,2.42,2.73,3.0
2017-01-09,0.5,,,0.5,,0.6,0.82,1.21,1.47,1.89,2.18,2.38,2.69,2.97
2017-01-10,0.51,,,0.52,,0.6,0.82,1.19,1.47,1.89,2.18,2.38,2.69,2.97
2017-01-11,0.51,,,0.52,,0.6,0.82,1.2,1.47,1.89,2.18,2.38,2.68,2.96
2017-01-12,0.52,,,0.52,,0.59,0.81,1.18,1.45,1.87,2.17,2.36,2.68,3.01
2017-01-13,0.52,,,0.53,,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99
2017-01-17,0.52,,,0.55,,0.62,0.8,1.17,1.42,1.84,2.14,2.33,2.66,2.93
2017-01-18,0.48,,,0.53,,0.63,0.82,1.23,1.51,1.93,2.24,2.42,2.74,3.0
2017-01-19,0.47,,,0.52,,0.62,0.83,1.25,1.53,1.97,2.28,2.47,2.77,3.04
2017-01-20,0.46,,,0.5,,0.62,0.82,1.2,1.5,1.95,2.28,2.48,2.79,3.05
2017-01-23,0.46,,,0.51,,0.59,0.79,1.16,1.43,1.88,2.19,2.41,2.72,2.99
2017-01-24,0.5,,,0.51,,0.62,0.81,1.21,1.49,1.94,2.27,2.47,2.78,3.05
2017-01-25,0.48,,,0.5,,0.61,0.82,1.23,1.52,1.99,2.33,2.53,2.84,3.1
2017-01-26,0.49,,,0.51,,0.62,0.82,1.21,1.49,1.95,2.3,2.51,2.82,3.08
2017-01-27,0.49,,,0.52,,0.63,0.82,1.22,1.48,1.94,2.28,2.49,2.8,3.06
2017-01-30,0.49,,,0.51,,0.63,0.81,1.22,1.48,1.94,2.28,2.49,2.82,3.08
2017-01-31,0.5,,,0.52,,0.64,0.84,1.19,1.46,1.9,2.24,2.45,2.78,3.05
2017-02-01,0.5,,,0.51,,0.65,0.83,1.22,1.49,1.93,2.27,2.48,2.8,3.08
2017-02-02,0.5,,,0.52,,0.64,0.84,1.21,1.48,1.92,2.27,2.48,2.8,3.09
2017-02-03,0.49,,,0.51,,0.63,0.82,1.21,1.49,1.93,2.27,2.49,2.82,3.11
