Date,1 Mo,1.5 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
2015-01-02,0.02,,,0.02,,0.11,0.25,0.66,1.07,1.61,1.92,2.12,2.41,2.69
2015-01-05,0.02,,,0.03,,0.1,0.26,0.68,1.06,1.57,1.85,2.04,2.32,2.6
2015-01-06,0.02,,,0.03,,0.1,0.25,0.65,1.02,1.5,1.78,1.97,2.25,2.52
2015-01-07,0.02,,,0.03,,0.09,0.25,0.62,1.0,1.47,1.76,1.96,2.25,2.52
2015-01-08,0.01,,,0.03,,0.08,0.23,0.62,1.0,1.5,1.81,2.03,2.33,2.59
2015-01-09,0.02,,,0.02,,0.08,0.22,0.59,0.96,1.45,1.75,1.98,2.29,2.55
2015-01-12,0.02,,,0.03,,0.09,0.19,0.56,0.91,1.39,1.69,1.92,2.23,2.49
2015-01-13,0.02,,,0.03,,0.08,0.2,0.54,0.88,1.37,1.67,1.91,2.24,2.49
2015-01-14,0.02,,,0.04,,0.09,0.18,0.51,0.83,1.33,1.62,1.86,2.2,2.47
2015-01-15,0.03,,,0.03,,0.08,0.16,0.44,0.75,1.22,1.53,1.77,2.12,2.4
2015-01-16,0.02,,,0.03,,0.07,0.17,0.49,0.8,1.29,1.6,1.83,2.17,2.44
2015-01-20,0.01,,,0.03,,0.08,0.17,0.53,0.85,1.31,1.61,1.82,2.15,2.39
2015-01-21,0.01,,,0.03,,0.08,0.17,0.53,0.87,1.35,1.66,1.87,2.2,2.44
2015-01-22,0.02,,,0.03,,0.08,0.17,0.53,0.9,1.39,1.69,1.9,2.21,2.46
2015-01-23,0.02,,,0.02,,0.07,0.17,0.52,0.86,1.33,1.62,1.81,2.12,2.38
2015-01-26,0.02,,,0.03,,0.08,0.18,0.54,0.89,1.36,1.64,1.83,2.14,2.4
2015-01-27,0.02,,,0.02,,0.08,0.17,0.54,0.87,1.34,1.62,1.83,2.15,2.4
2015-01-28,0.02,,,0.02,,0.08,0.17,0.5,0.81,1.25,1.53,1.73,2.05,2.29
2015-01-29,0.01,,,0.03,,0.07,0.17,0.51,0.84,1.28,1.59,1.77,2.11,2.33
2015-01-30,0.01,,,0.02,,0.07,0.18,0.47,0.77,1.18,1.49,1.68,2.04,2.25
2015-02-02,0.01,,,0.02,,0.07,0.17,0.49,0.78,1.19,1.49,1.68,2.07,2.25
